iter	F1	Logloss
124	0.9911218243	0.04282096804
125	0.9911751544	0.0426712164
126	0.9912565665	0.04248052701
127	0.9913522833	0.04233062716
128	0.9913728813	0.04214981098
129	0.9913704902	0.04204562422
130	0.99148695	0.04187625952
131	0.9914840942	0.0416990366
132	0.9916390005	0.04153546123
133	0.9917556523	0.04136291515
134	0.9917109357	0.04120539423
135	0.9917821785	0.04107842559
136	0.9917796125	0.04091304521
137	0.9917887811	0.04076210934
138	0.9918160398	0.04061524406
139	0.9918995496	0.04047036926
140	0.9918995496	0.04034962001
141	0.991950084	0.04022206848
142	0.9919742316	0.0400388178
143	0.9920341657	0.03990745946
144	0.992179764	0.03972773296
145	0.9921498449	0.03958560777
146	0.9921954449	0.03942208068
147	0.9922971631	0.03930821168
148	0.9923330858	0.03916687572
149	0.9923216155	0.03904370173
150	0.9924498145	0.03892250612
151	0.9924463146	0.03877551625
152	0.9924382928	0.03861956976
153	0.9924357396	0.03849075226
154	0.9925963032	0.03837340474
155	0.992602002	0.0382004721
156	0.9926529347	0.03804837825
157	0.9926827523	0.03789640602
158	0.9927779964	0.03776617845
159	0.9927631952	0.03767604843
160	0.9928379321	0.03752584013
161	0.9928501574	0.03743098681
162	0.9928148069	0.03731444787
163	0.9928360398	0.03717993024
164	0.992824072	0.03704817674
165	0.9927825493	0.036906008
166	0.9928743925	0.03677632215
167	0.9929429864	0.03666440423
168	0.9929788471	0.03656425128
169	0.9929907726	0.0364427708
170	0.9929878121	0.03630294989
171	0.993071745	0.03621718656
172	0.9931012277	0.03611398625
173	0.9931526246	0.03600656865
174	0.9932419743	0.03592868151
175	0.9932300501	0.03582596408
176	0.9932865098	0.03569774362
177	0.993271544	0.03558882432
178	0.9933584528	0.03546573797
179	0.993346529	0.0353475304
180	0.9934388405	0.03525191229
181	0.9934243864	0.03515530951
182	0.9935168487	0.03507362601
183	0.9934927311	0.03499279286
184	0.993468923	0.0349240545
185	0.9934450761	0.03481255172
186	0.9934991192	0.03468836917
187	0.9935409644	0.03459335521
188	0.9935379259	0.0345005835
189	0.9936128803	0.03441216833
190	0.9937141784	0.0343161271
191	0.9937497951	0.03420554571
192	0.9938813403	0.03408807883
193	0.9939109624	0.03400804345
194	0.9938901903	0.03390638921
195	0.9938932253	0.03378239824
196	0.9938753066	0.03371991893
197	0.9939021119	0.0336427871
198	0.9939435486	0.03353845259
199	0.9939288812	0.03345097596
200	0.993965006	0.0333612957
201	0.9939559752	0.03328954844
202	0.9939622956	0.03321707657
203	0.9940788552	0.03312103522
204	0.9941170861	0.03305368789
205	0.9941201889	0.03297158803
206	0.9942038746	0.03288964888
207	0.994153197	0.03278102701
208	0.9942396348	0.03267451669
209	0.9942277835	0.03257953933
210	0.9942306432	0.03250443124
211	0.9942157947	0.03242614353
212	0.9942576175	0.03235189014
213	0.9942757361	0.03227598992
214	0.9942877235	0.03219649347
215	0.9942489347	0.03210123883
216	0.9943499458	0.03202437248
217	0.9943740539	0.03194207997
218	0.9944066155	0.03186665887
219	0.9943823741	0.03179696233
220	0.9944960799	0.03174544158
221	0.9944544932	0.03166789646
222	0.9944694089	0.03160834402
223	0.9945052325	0.03155642329
224	0.9945437262	0.03146937144
225	0.9945858971	0.03138152078
226	0.9946216534	0.0313027067
227	0.9946066746	0.03124056797
228	0.9947049586	0.03117600556
229	0.9946453314	0.03109647016
230	0.9945829336	0.03098011066
231	0.9945529095	0.03093028011
232	0.9945975905	0.03085470623
233	0.9946841161	0.03078784185
234	0.9946428465	0.03074079998
235	0.9947262413	0.03068835698
236	0.9947531977	0.03061907741
237	0.9947890442	0.03057938016
238	0.994776971	0.03050117073
239	0.9947412486	0.0304199538
240	0.9948217712	0.03034773323
241	0.9948393094	0.03029147949
242	0.9948185911	0.03022654406
243	0.9948245502	0.03016264686
244	0.9948753091	0.03011810421
245	0.9949257938	0.03004287268
246	0.9948691973	0.02998682841
247	0.9948275451	0.02991438598
248	0.9948185911	0.02984591411
249	0.9948844457	0.02977979796
250	0.9948904957	0.02973265238
251	0.9948872879	0.02967137433
252	0.9949347778	0.02960043203
253	0.9949587043	0.02953377796
254	0.9949437315	0.02949880692
255	0.994991404	0.02943032028
256	0.9949944582	0.02938400558
257	0.994991613	0.02931754281
258	0.9950480594	0.02923373527
259	0.9950869541	0.02917571957
260	0.9951165154	0.02912270789
261	0.9950837256	0.02905406272
262	0.9950840479	0.02899148579
263	0.9951195385	0.02893650714
264	0.9951226198	0.02887200625
265	0.9951375606	0.02882177752
266	0.9952121748	0.02876368339
267	0.9952061304	0.02871398453
268	0.9952210987	0.02866676764
269	0.9951736014	0.02858910039
270	0.995218276	0.0285412713
271	0.9952094096	0.02849043718
272	0.9952394004	0.02843443012
273	0.9952096094	0.02838977796
274	0.9952186179	0.02833131209
275	0.9952959332	0.02828941716
276	0.9952959051	0.02824887591
277	0.9953048846	0.02819934905
278	0.9952837356	0.02814158742
279	0.9952690222	0.02808918399
280	0.9952183615	0.02803328524
281	0.9951856619	0.02797512694
282	0.9951738027	0.02791081249
283	0.9952155106	0.02785959494
284	0.9951856619	0.02780599722
285	0.9951440981	0.02774761731
286	0.9951589791	0.02770513626
287	0.9951889133	0.02766138674
288	0.9951920785	0.02760569269
289	0.9951563608	0.02756603911
290	0.9951800194	0.02750938178
291	0.9951978647	0.02745873544
292	0.9952365774	0.02740165289
293	0.9952006006	0.02735659872
294	0.9951948714	0.02730956539
295	0.9952246614	0.02727225514
296	0.9952843257	0.02723794682
297	0.9953082691	0.02720711347
298	0.9952933326	0.02713932102
299	0.9952934167	0.02710402405
300	0.9953230938	0.02706714931
301	0.9953857474	0.02701500361
302	0.9953706462	0.02696355896
303	0.9953976354	0.0269131327
304	0.995439231	0.02686573944
305	0.9953768521	0.02680497647
306	0.9954155633	0.02677156241
307	0.9953737768	0.02671795248
308	0.9954185284	0.02667918887
309	0.9953917325	0.02662503739
310	0.9954036479	0.02658228159
311	0.9954213845	0.02653868461
312	0.9954332731	0.02649562126
313	0.9954722557	0.02646309567
314	0.9954514177	0.02639847012
315	0.9954544101	0.02635743783
316	0.9954453245	0.02632063169
317	0.9954780785	0.02627741611
318	0.9954630085	0.02624629567
319	0.9954901283	0.02619730912
320	0.9954781055	0.02614142534
321	0.9955019898	0.0260967413
322	0.9954899402	0.02603528027
323	0.9955465792	0.02600244236
324	0.9955466323	0.02595907142
325	0.9955735341	0.02591204495
326	0.9955674181	0.02587385371
327	0.9955763416	0.02583553252
328	0.9955913018	0.02580064331
329	0.9955943725	0.02575289031
330	0.9955615397	0.02571989781
331	0.9955497569	0.02567848605
332	0.995549863	0.02564142023
333	0.99554981	0.02559965976
334	0.995582431	0.02554837436
335	0.9955973119	0.02551248847
336	0.99560634	0.02546492771
337	0.9956361535	0.02542677278
338	0.9956034005	0.02539491328
339	0.9956363615	0.02536085882
340	0.9955945824	0.02531204536
341	0.9956064708	0.02528791145
342	0.9956243168	0.02523879351
343	0.995665915	0.02519585731
344	0.9957047795	0.02515623812
345	0.9957167962	0.02510915441
346	0.9957108135	0.02508065243
347	0.9957763931	0.02504640184
348	0.9957852158	0.02500939754
349	0.9957763428	0.02498327276
350	0.9957912734	0.02493119123
351	0.9958032627	0.02490301185
